OccNo,OccAcID,RegistrationNo,RegCountry,YearManufacture,MaxTakeOffWeight,WeightCategory,AircraftType,AircraftMake,AircraftModel,Organization,OperatorType,CARSubpart,StateOperator,OperationType,Departure,Destination,DamageLevel,PRODUCTION_DT
A14C0151,A14C0151_1,B-2433,CHINA,,394625,OVER 272001,AEROPLANE,BOEING,747-400,UNKNOWN,COMMERCIAL,701 - FOREIGN,N/A,UNKNOWN,,,UNKNOWN,2019-03-29T13:28:51
A14C0152,A14C0152_1,C-GJYZ,CANADA,1993,19504,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-300,PERIMETER AVIATION,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,ST THERESA POINT MB.,NONE,2019-03-29T13:28:51
A14C0153,A14C0153_1,C-FJOJ,CANADA,2006,16079,5701-27000,AEROPLANE,GULFSTREAM AEROSPACE,G-200,FAST AIR,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,CYQT THUNDER BAY,NONE,2019-03-29T13:28:51
A14C0155,A14C0155_1,C-FVGB,CANADA,1966,1338,0-2250,AEROPLANE,CESSNA,180H,,PRIVATE,,N/A,PLEASURE/TRAVEL,"LAC DESMILLES, ON",CKE6 THUNDER BAY,SUBSTANTIAL,2019-03-29T13:28:51
A14C0158,A14C0158_1,C-GHDP,CANADA,1981,5670,2251-5700,AEROPLANE,BEECH,B200,MICCAR AERIAL,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYQV YORKTON MUNI,"CJR3 GRACE LAKE, MB",MINOR,2019-03-29T13:28:51
A14C0159,A14C0159_1,C-GTJX,CANADA,1989,13154,5701-27000,AEROPLANE,SAAB-FAIRCHILD,SF 340 B,TRANSWEST AIR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYPA PRINCE ALBERT (GLASS FIELD),CYVC LA RONGE,MINOR,2019-03-29T13:28:51
A14C0162,A14C0162_1,A6-EEM,UNITED ARAB EMIRATES,,575000,OVER 272001,AEROPLANE,AIRBUS,A380-800,EMIRATES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,OMDB DUBAI,KLAX LOS ANGELES,NONE,2019-03-29T13:28:51
A14C0162,A14C0162_2,DA-IKC,GERMANY,,230000,27001-272000,AEROPLANE,AIRBUS,A330-300,LUFTHANSA GERMAN AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,EDDF FRANKFURT,CYVR VANCOUVER,NONE,2019-03-29T13:28:51
A14C0163,A14C0163_1,C-GKFH,CANADA,1969,80559,27001-272000,AEROPLANE,BOEING,727-200,KELOWNA FLIGHTCRAFT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYEG EDMONTON INTL,CYWG WINNIPEG/RICHARDSON INTL,NONE,2019-03-29T13:28:51
A14C0164,A14C0164_1,C-GLTC,CANADA,1969,21092,5701-27000,AEROPLANE,HAWKER SIDDELEY,HS 748 2A,WASAYA AIRWAYS,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYPL PICKLE LAKE,CYTL BIG TROUT LAKE,NONE,2019-03-29T13:28:51
A14C0165,A14C0165_1,C-FQWA,CANADA,1993,7765,5701-27000,AEROPLANE,BEECH,1900D,WASAYA AIRWAYS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYXL SIOUX LOOKOUT,CYQT THUNDER BAY,MINOR,2019-03-29T13:28:51
A14C0166,A14C0166_1,C-GEWP,CANADA,1964,2722,2251-5700,AEROPLANE,DE HAVILLAND,DHC-2T MK III,KISSISSING LAKE LODGE,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYYQ CHURCHILL,CYYQ 33 NM NW,SUBSTANTIAL,2019-03-29T13:28:51
A14C0167,A14C0167_1,C-GMAA,CANADA,1965,21092,5701-27000,AEROPLANE,HAWKER SIDDELEY,HS 748 2A,WASAYA AIRWAYS,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYPL PICKLE LAKE,CYPL PICKLE LAKE,NONE,2019-03-29T13:28:51
A14C0168,A14C0168_1,C-GKEM,CANADA,1998,24040,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/LESTER B. PEARSON INTL,CYQT THUNDER BAY,NONE,2019-03-29T13:28:51
A14C0169,A14C0169_1,C-FGMF,CANADA,2005,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,YVR VANCOUVER,NONE,2019-03-29T13:28:51
A14C0170,A14C0170_1,C-GYDK,CANADA,1976,1587,0-2250,AEROPLANE,CESSNA,U206 F,ROY V. WILSON (1984),PRIVATE,RECREATIONAL AVIATION,N/A,BUSINESS,CYFH FORT HOPE,CYLH LANSDOWNE HOUSE,SUBSTANTIAL,2019-03-29T13:28:51
A14C0171,A14C0171_1,C-GZRN,CANADA,1996,2381,2251-5700,HELICOPTER,BELL HELICOPTER,407,HELICOPTER TRANSPORT SERVICES (CANADA),COMMERCIAL,702 - AERIAL WORK,N/A,HELISLINGING,CYKJ KEY LAKE,CYKJ KEY LAKE,NONE,2019-03-29T13:28:51
A14C0172,A14C0172_1,C-FAAF,CANADA,1977,3175,2251-5700,AEROPLANE,PIPER,PA-31-350,TRANSWEST AIR,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYSF STONY RAPIDS,CXFD FONDU LAC,NONE,2019-03-29T13:28:51
A14C0173,A14C0173_1,C-GTJX,CANADA,1989,13154,5701-27000,AEROPLANE,SAAB-FAIRCHILD,SF 340 B,TRANSWEST AIR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,YPA PRINCE ALBERT,CYXE SASKATOON/JOHN G. DIEFENBAKER INTL,MINOR,2019-03-29T13:28:51
A14C0174,A14C0174_1,C-FNAN,CANADA,2007,51800,27001-272000,AEROPLANE,EMBRAER,ERJ 190-100 IGW,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,YYZ TORONTO,CYXE SASKATOON/JOHN G. DIEFENBAKER INTL,NONE,2019-03-29T13:28:51
A14C0175,A14C0175_1,C-GDHF,CANADA,1983,5670,2251-5700,AEROPLANE,BEECH,200,FAST AIR,COMMERCIAL,704 - COMMUTER,N/A,AIR AMBULANCE/ EMERGENCY MEDICAL,CZGR LITTLE GRAND RAPIDS,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A14C0176,A14C0176_1,C-GQAJ,CANADA,1979,5670,2251-5700,AEROPLANE,FAIRCHILD,SA-226-TC,PERIMETER AVIATION,COMMERCIAL,703 - AIR TAXI,N/A,AIR AMBULANCE/ EMERGENCY MEDICAL,CYCR CROSS LAKE (CHARLIE SINCLAIR MEM),CYTH THOMPSON,NONE,2019-03-29T13:28:51
A14C0177,A14C0177_1,C-GQAJ,CANADA,1979,5670,2251-5700,AEROPLANE,FAIRCHILD,SA-226-TC,PERIMETER AVIATION,COMMERCIAL,703 - AIR TAXI,N/A,AIR AMBULANCE/ EMERGENCY MEDICAL,CYWG WINNIPEG INTL,CYXE SASKATOON JOHN G. DIEFENBAKER INTL,NONE,2019-03-29T13:28:51
A14C0179,A14C0179_1,C-FECI,CANADA,1990,16900,5701-27000,AEROPLANE,ATR,ATR 42-300,CALM AIR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,"CYGX GILLAM, MB",CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A14C0180,A14C0180_1,C-GHSC,CANADA,1981,21092,5701-27000,AEROPLANE,BRITISH AEROSPACE,BAE 748 (HS-748),CALM AIR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYQ CHURCHILL,CYBB KUGAARUK NU,NONE,2019-03-29T13:28:51
A14C0181,A14C0181_1,C-FUSN,CANADA,1975,2313,2251-5700,AEROPLANE,BEECH,95-B55,PERIMETER AVIATION,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,CYQT THUNDER BAY ON,NONE,2019-03-29T13:28:51
A14C0182,A14C0182_1,C-GPCL,CANADA,1974,5670,2251-5700,AEROPLANE,FAIRCHILD,SA-226-AT,PERIMETER AVIATION,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,CYGO GODS LAKE NARROWS,NONE,2019-03-29T13:28:51
A14C0183,A14C0183_1,C-FJCQ,CANADA,1992,21999,5701-27000,AEROPLANE,ATR,ATR 72-200,CALM AIR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYTH THOMPSON MB,CYYQ CHURCHILL MB,NONE,2019-03-29T13:28:51
A14C0184,A14C0184_1,C-FYZS,CANADA,1998,4500,2251-5700,AEROPLANE,PILATUS,PC-12/45,NORTH STAR AIR LTD.,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYQT THUNDER BAY,CYQT THUNDER BAY,NONE,2019-03-29T13:28:51
A14C0184,A14C0184_2,C-FKPI,CANADA,1999,4500,2251-5700,AEROPLANE,PILATUS,PC-12/45,WASAYA AIRWAYS,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CYQT THUNDER BAY,CYTL BIG TROUT LAKE,NONE,2019-03-29T13:28:51
A14C0185,A14C0185_1,C-GSAH,CANADA,2007,5670,2251-5700,AEROPLANE,BEECH,B200,SASKATCHEWAN GOVERNMENT,STATE,N/A,PROVINCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,YQR REGINA,CYXE SASKATOON/JOHN G. DIEFENBAKER INTL,NONE,2019-03-29T13:28:51
A14F0003,A14F0003_1,C-FGYS,CANADA,1991,75500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KLAX LOS ANGELES INT'L,CYYZ TORONTO LBPIA,,2019-03-29T13:28:51
A14F0006,A14F0006_1,C-FYJG,CANADA,1996,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KMCO ORLANDO,CYYZ TORONTO,NONE,2019-03-29T13:28:51
A14F0007,A14F0007_1,C-FWAD,CANADA,2002,60328,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,"KPHX PHOENIX, AZ","CYWG WINNIPEG, MB",NONE,2019-03-29T13:28:51
A14F0012,A14F0012_1,C-GJVX,CANADA,2002,93000,27001-272000,AEROPLANE,AIRBUS,A321-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KLAX LOS ANGELES INTL,CYYZ TORONTO/LESTER B. PEARSON INTL,NONE,2019-03-29T13:28:51
A14F0017,A14F0017_1,C-GJCY,CANADA,2004,9752,5701-27000,AEROPLANE,LEARJET,45,SKYSERVICE BUSINESS AVIATION INC.,COMMERCIAL,704 - COMMUTER,N/A,BUSINESS,KPBI PALM BEACH INTERNATIONAL AIRPORT,CYUL MONTREAL/PIERRE ELLIOTT TRUDEAU,NONE,2019-03-29T13:28:51
A14F0019,A14F0019_1,C-FIVS,CANADA,2009,344730,OVER 272001,AEROPLANE,BOEING,777-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO LBPIA,ZSPD SHANGHAI PUDONG INTL,NONE,2019-03-29T13:28:51
A14F0025,A14F0025_1,C-GRKB,CANADA,2004,79015,27001-272000,AEROPLANE,BOEING,737-800,SUNWING AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL MONTREAL TRUDEAU INTL AIRPORT,TNCA QUEEN BEATRIX AIRPORT,NONE,2019-03-29T13:28:51
A14F0027,A14F0027_1,C-GKPC,CANADA,1983,5669,2251-5700,AEROPLANE,CESSNA,501,,PRIVATE,,N/A,PLEASURE/TRAVEL,"KFXE FORT LAUDERDALE EXECUTIVE, FLORIDA","MYNA STELLA MARIS AIRPORT, BAHAMAS",SUBSTANTIAL,2019-03-29T13:28:51
A14F0030,A14F0030_1,C-GZWS,CANADA,2005,70533,27001-272000,AEROPLANE,BOEING,737-800,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,MMUN CANCUN,CYYC CALGARY,NONE,2019-03-29T13:28:51
A14F0032,A14F0032_1,C-FWSX,CANADA,2004,60328,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG MANITOBA,MKJS SANGSTER IA MONTEGO BAY,NONE,2019-03-29T13:28:51
A14F0034,A14F0034_1,C-FIUW,CANADA,2008,344730,OVER 272001,AEROPLANE,BOEING,777-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/LBPIA,ZSPD SHANGHAI PUDONG INTERNATIONAL AIRPORT,NONE,2019-03-29T13:28:51
A14F0034,A14F0034_2,C-FIVS,CANADA,2009,344730,OVER 272001,AEROPLANE,BOEING,777-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,YYZ TORONTO LBPIA,ZSSS SHANGHAI / HONGQIAO,,2019-03-29T13:28:51
A14F0036,A14F0036_1,C-FOCA,CANADA,1990,184614,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,EXPERIMENTAL/TEST,LLBG TEL AVIV BEN GURION,CYYZ TORONTO LBPIA,NONE,2019-03-29T13:28:51
A14F0037,A14F0037_1,C-FFWM,CANADA,1991,75500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO LBPIA,KTPA TAMPA INTL,NONE,2019-03-29T13:28:51
A14F0039,A14F0039_1,C-GTSZ,CANADA,2008,233000,27001-272000,AEROPLANE,AIRBUS,A330-200,AIR TRANSAT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,"MUVR - JUAN GUALBERTA GOMEZ INTL (VARADERO, CUBA)",CYYC - CALGARY INTL,NONE,2019-03-29T13:28:51
A14F0040,A14F0040_1,C-GITP,CANADA,2001,75500,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,MDPC PUNTA CANA INTERNATIONAL AIRPORT,CYUL MONTRÉAL/PIERRE ELLIOTT TRUDEAU INTL,NONE,2019-03-29T13:28:51
A14F0048,A14F0048_1,C-GTSY,CANADA,1988,157000,27001-272000,AEROPLANE,AIRBUS,A310-300,AIR TRANSAT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYC CALGARY INT'L,PVR PUERTO VALLARTA,NONE,2019-03-29T13:28:51
A14F0049,A14F0049_1,C-FEJP,CANADA,2005,38789,27001-272000,AEROPLANE,EMBRAER,170-200,SKY REGIONAL AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KLGA LA GUARDIA,CYUL MONTREAL/ PIERRE ELLIOT TRUDEAU INT'L,NONE,2019-03-29T13:28:51
A14F0051,A14F0051_1,C-FIJA,CANADA,2004,24040,5701-27000,AEROPLANE,BOMBARDIER,CL-600-2B19 (CRJ 100),JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KMCI KANSAS CITY INTL,CYYZ TORONTO LBPIA,NONE,2019-03-29T13:28:51
A14F0052,A14F0052_1,C-FTCZ,CANADA,2000,79015,27001-272000,AEROPLANE,BOEING,737-800,CANJET AIRLINES,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,MUHG FRANK PAIS INTL HOLGUIN,CYHZ HALIFAX STANFIELD INTL,NONE,2019-03-29T13:28:51
A14F0054,A14F0054_1,C-FOWD,CANADA,2002,1360,0-2250,AEROPLANE,,,,PRIVATE,,N/A,TRAINING,KRXE REXBURG-MADISON COUNTY AIRPORT,KRXE REXBURG-MADISON COUNTY AIRPORT,SUBSTANTIAL,2019-03-29T13:28:51
A14F0055,A14F0055_1,C-GHPE,CANADA,2003,185065,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA ROUGE,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KLAS LAS VEGAS/MCCARRAN INT'L AIRPORT,CYUL MONTREAL/PIERRE ELLIOTT TRUDEAU INT'L,NONE,2019-03-29T13:28:51
A14F0056,A14F0056_1,C-GSVM,CANADA,1968,3103,2251-5700,AEROPLANE,PIPER,PA-31,BRUCELANDAIR INTERNATIONAL,COMMERCIAL,702 - AERIAL WORK,N/A,BUSINESS,"BUCARAMANGA PALONEGRO AIRPORT, COLOMBIA (SKBG)","BUCARAMANGA PALONEGRO AIRPORT, COLOMBIA (SKBG)",SUBSTANTIAL,2019-03-29T13:28:51
A14F0057,A14F0057_1,C-FBWI,CANADA,2013,79016,27001-272000,AEROPLANE,BOEING,737-800,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KMCO ORLANDO INTERNATIONAL AIRPORT FLORIDA,CYYZ TORONTO,SUBSTANTIAL,2019-03-29T13:28:51
A14F0057,A14F0057_2,,UNITED STATES,,45000,27001-272000,AEROPLANE,EMBRAER,EMB-190,JETBLUE AIRWAYS,COMMERCIAL,NO OPS IN CANADA,N/A,AIR TRANSPORT,,,SUBSTANTIAL,2019-03-29T13:28:51
A14F0064,A14F0064_1,C-FLMK,CANADA,2008,21863,5701-27000,AEROPLANE,CANADAIR,CL-600-2B16 (CHALLENGER 604),SKYSERVICE BUSINESS AVIATION INC.,COMMERCIAL,704 - COMMUTER,N/A,BUSINESS,LFPG PARIS-LE BOURGET EXECUTIVE AIRPORT,LFMD CANNES-MANDELIEU AIRPORT,NONE,2019-03-29T13:28:51
A14F0065,A14F0065_1,C-FZUG,CANADA,1997,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA ROUGE,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO,MKJS MONTEGO BAY,UNKNOWN,2019-03-29T13:28:51
A14F0066,A14F0066_1,C-FGVK,CANADA,2004,79015,27001-272000,AEROPLANE,BOEING,737-800,SUNWING AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,MKJS SANGSTER IA MONTEGO BAY,CYYZ TORONTO,,2019-03-29T13:28:51
A14F0074,A14F0074_1,C-FEJC,CANADA,2005,38790,27001-272000,AEROPLANE,EMBRAER,170-200,SKY REGIONAL AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,LGA LA GUARDIA,CYUL MONTRÉAL/PIERRE ELLIOTT TRUDEAU INTL,NONE,2019-03-29T13:28:51
A14F0076,A14F0076_1,C-GHOZ,CANADA,1989,181439,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYEG EDMONTON,EGLL HEATHROW,NONE,2019-03-29T13:28:51
A14F0078,A14F0078_1,C-FWBG,CANADA,2003,60328,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KLAX LOS ANGELES CA,CYYC CALGARY,NONE,2019-03-29T13:28:51
A14F0088,A14F0088_1,C-FMZU,CANADA,2007,51800,27001-272000,AEROPLANE,EMBRAER,EMB-190,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYC CALGARY AB,KEWR NEWARK LIBERTY INTERNATIONAL AIRPORT,NONE,2019-03-29T13:28:51
A14F0090,A14F0090_1,C-GAQX,CANADA,1997,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,"YUL PIERRE ELLIOT TRUDEAU INT'L, QUEBEC","KLAX LOS ANGELES, UNITED STATES",NONE,2019-03-29T13:28:51
A14F0095,A14F0095_1,C-FTJH,CANADA,2007,79015,27001-272000,AEROPLANE,BOEING,737-800,SUNWING AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,DUBLIN AIRPORT (EIDW),"LGIR HERAKLION INTERNATIONAL AIRPORT CRETE, GREECE",NONE,2019-03-29T13:28:51
A14F0098,A14F0098_1,C-GITY,CANADA,2001,93000,27001-272000,AEROPLANE,AIRBUS,A321-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO,KLAX LOS ANGELES,NONE,2019-03-29T13:28:51
A14F0101,A14F0101_1,C-GFAH,CANADA,1999,230000,27001-272000,AEROPLANE,AIRBUS,A330-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/LESTER B. PEARSON INTL,LSAZ ZURICH,NONE,2019-03-29T13:28:51
A14F0104,A14F0104_1,C-GHLA,CANADA,1992,185065,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO,"LTBA INSTANBUL, TURKEY",NONE,2019-03-29T13:28:51
A14F0105,A14F0105_1,C-FYJH,CANADA,1996,75500,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA ROUGE,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO,KMCO ORLANDO,NONE,2019-03-29T13:28:51
A14F0110,A14F0110_1,C-GWSZ,CANADA,2010,70534,27001-272000,AEROPLANE,BOEING,737-800,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KLAX LOS ANGELES,CYEG EDMONTON AB,NONE,2019-03-29T13:28:51
A14F0113,A14F0113_1,C-GKGN,CANADA,1996,21863,5701-27000,AEROPLANE,CANADAIR,CL-600-2B16 (CHALLENGER 604),,PRIVATE-604,N/A,N/A,AIR TRANSPORT,"LONDON LUTON, UK (EGGW)",ST JOHN'S NEWFOUNDLAND (CYYT),NONE,2019-03-29T13:28:51
A14F0115,A14F0115_1,C-GNRD,CANADA,1979,54204,27001-272000,AEROPLANE,BOEING,737-200,NOLINOR,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYC CALGARY AIRPORT,"KCVG, CINCINATI AIRPORT",NONE,2019-03-29T13:28:51
A14F0117,A14F0117_1,C-FDSU,CANADA,1990,73500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,"CYUL, P-E-TRUDEAU MONTREAL INTL AIRPORT",FORTH LAUDERDALE FL,NONE,2019-03-29T13:28:51
A14F0119,A14F0119_1,C-FMWV,CANADA,1995,184611,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA ROUGE,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO,KLAS LAS VEGAS,NONE,2019-03-29T13:28:51
A14F0120,A14F0120_1,C-FLRJ,CANADA,1997,43999,27001-272000,AEROPLANE,AVRO,RJ85,SUMMIT AIR CHARTERS,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,EGMC LONDON SOUTHEND AIRPORT,BIRK REYKJAVIK,NONE,2019-03-29T13:28:51
A14F0121,A14F0121_1,C-FGWJ,CANADA,2004,60327,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KORD CHICAGO O'HARE INTL,CYYC CALGARY,NONE,2019-03-29T13:28:51
A14F0124,A14F0124_1,C-FTCA,CANADA,1989,184614,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,SPIM LIMA/AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,CYYZ TORONTO/LESTER B. PEARSON INTL,NONE,2019-03-29T13:28:51
A14F0129,A14F0129_1,C-GKTL,CANADA,1980,5080,2251-5700,HELICOPTER,BELL HELICOPTER,212,GREAT SLAVE HELICOPTERS,COMMERCIAL,702 - AERIAL WORK,N/A,AIR TRANSPORT,"ISCOZACIN BASE, PERU","ISCOZACIN BASE, PERU",NONE,2019-03-29T13:28:51
A14F0133,A14F0133_1,C-GTSR,CANADA,2008,233000,27001-272000,AEROPLANE,AIRBUS,A330-200,AIR TRANSAT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KING ABDULAZIZ INTL AIRPORT (OEJN),ADI SUARNO INTL AIRPORT (WARQ),NONE,2019-03-29T13:28:51
A14F0134,A14F0134_1,C-GQCA,CANADA,1991,75500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KBOS BOSTON,CYYZ TORONTO,NONE,2019-03-29T13:28:51
A14F0139,A14F0139_1,C-GAWS,CANADA,2012,79016,27001-272000,AEROPLANE,BOEING,737-800,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,HONOLULU,CYVR VANCOUVER,NONE,2019-03-29T13:28:51
A14F0142,A14F0142_1,C-GTQG,CANADA,2006,79015,27001-272000,AEROPLANE,BOEING,737-800,AIR TRANSAT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL MONTRÉAL/PIERRE ELLIOTT TRUDEAU INTL,MDPP PUERTO PLATA,NONE,2019-03-29T13:28:51
A14F0143,A14F0143_1,C-FFYG,CANADA,2005,38790,27001-272000,AEROPLANE,EMBRAER,170-200 SU,SKY REGIONAL AIRLINES INC.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,"CHICAGO (KORD), IL",MONTREAL (CYUL),NONE,2019-03-29T13:28:51
A14F0145,A14F0145_1,C-FMPX,CANADA,2012,41957,27001-272000,AEROPLANE,BOMBARDIER,BD-700-1A11 (GLOBAL 5000),MORNINGSTAR PARTNERS LTD.,PRIVATE-604,N/A,N/A,AIR TRANSPORT,LOS ANGELES INTL AIRPORT (KLAX),"PALM SPRINGS (KPSP), CA",MINOR,2019-03-29T13:28:51
A14F0146,A14F0146_1,C-GJOL,CANADA,1976,17400,5701-27000,AEROPLANE,EMBRAER,EMB-500,HAWKEYE AVIATION,PRIVATE-604,N/A,N/A,AIR TRANSPORT,PALM SPRINGS AIRPORT (KPSP),"SPRINGBANK AIRPORT (CYBW), AB",MINOR,2019-03-29T13:28:51
A14F0148,A14F0148_1,C-FMXC,CANADA,1995,184611,27001-272000,AEROPLANE,BOEING,767-300,AIR CANADA ROUGE,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL MONTREAL,LAS VEGAS,NONE,2019-03-29T13:28:51
A14F0153,A14F0153_1,C-FDRK,CANADA,1990,73500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,KSFO SAN FRANCISCO,CYYZ TORONTO LBPIA,NONE,2019-03-29T13:28:51
A14F0154,A14F0154_1,C-FWBL,CANADA,2003,60328,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL MONTREAL/PIERRE ELLIOTT TRUDEAU INT'L,KLAS LAS VEGAS MCCARRAN INT'L,NONE,2019-03-29T13:28:51
